32.85,156.35
32.18,158.18
28.63,161.75
28.12,163.56
27.88,162.73
25.86,168.52
25.43,169.41
24.75,171.24
24.68,170.92
24.21,172.63
23.31,171.63
22.73,173.81
22.16,174.19
22.04,173.96
21.72,175.67
21.54,176.25
20.38,178.65
17.75,181.54
14.39,185.36
12.35,189.67
